,Name,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality,Degree_no,Degree_1,Degree_2
6516,Dr. Ankit D Mahuvakar,94.0,190.0,Malad West, Mumbai,2000.0,16.0,General Surgeon,3,MBBS,MS
6517,Dr. Ketan Parikh Pravin,100.0,12.0,Powai, Mumbai,2100.0,38.0,General Surgeon,3,MS,MS
6518,Dr. Shraddha Deshpande,94.0,190.0,Mumbai Central, Mumbai,1500.0,16.0,General Surgeon,3,MBBS,MS
6519,Dr. Rajat Gupta,100.0,49.0,Andheri West, Mumbai,500.0,14.0,General Surgeon,2,MDS,BDS
6520,Dr. Priyanka Jairaj Dalvi,100.0,36.0,Vileparle West, Mumbai,500.0,12.0,General Surgeon,2,BDS,MDS
6521,Dr. Sunraj V Bangera,94.0,190.0,Mulund West, Mumbai,2000.0,16.0,General Surgeon,3,MCh,MS
6522,Dr. Ninad Muley,94.0,190.0,Tardeo, Mumbai,1000.0,10.0,General Surgeon,1,BDS,No_more_degree
6523,Dr. Chandrashekhar Subhash Chalwade,94.0,190.0,Sion East, Mumbai,1200.0,13.0,General Surgeon,3,MBBS,MS
6524,Dr. Simi Saksena,99.0,89.0,Andheri West, Mumbai,1500.0,34.0,General Surgeon,2,MBBS,MS
6525,Dr. Sachin Tendulkar,100.0,22.0,Borivali West, Mumbai,1000.0,22.0,General Surgeon,2,MBBS,DNB
6526,Dr. Gaurav Mishra,98.0,44.0,Mahim, Mumbai,1300.0,19.0,General Surgeon,2,MBBS,MS
6527,Dr. Chandrashekhar Kulkarni,94.0,190.0,Parel, Mumbai,1850.0,27.0,General Surgeon,4,MCh,MRCS
6528,Dr. Chirag D. Mody,94.0,190.0,Bhandup East, Mumbai,1000.0,39.0,General Surgeon,2,MS,MBBS
6529,Dr. Umang Kothari,93.0,15.0,Malad West, Mumbai,1500.0,10.0,General Surgeon,3,DNB,MBBS
6530,Dr. Gaurav Gupta,94.0,190.0,Mulund West, Mumbai,2000.0,20.0,General Surgeon,2,MBBS,MS
6531,Dr. Niraj B. Singh,100.0,66.0,Malad, Mumbai,800.0,9.0,General Surgeon,2,MBBS,MS
6532,Dr. Ajit Kumar Borkar,94.0,190.0,Mahim, Mumbai,1800.0,44.0,General Surgeon,3,MBBS,MS
6533,Dr. Abhaya R. Gupta,94.0,190.0,Chembur, Mumbai,1000.0,26.0,General Surgeon,3,MBBS,DNB
6534,Dr. Gautam Nadkarni,94.0,190.0,Chembur, Mumbai,1000.0,26.0,General Surgeon,1,MS,No_more_degree
6535,Dr. Nalini Bhat,94.0,190.0,Powai, Mumbai,1300.0,34.0,General Surgeon,2,MBBS,MS
6536,Dr. Devang Bhanushali,98.0,93.0,Mahim, Mumbai,700.0,16.0,General Surgeon,2,MDS,BDS
6537,Dr. D B Bhosale,94.0,190.0,Chembur, Mumbai,1000.0,38.0,General Surgeon,2,MBBS,MS
6538,Dr. Sitaram Prasad,94.0,190.0,Mulund West, Mumbai,2000.0,47.0,General Surgeon,3,MBBS,MS
6539,Dr. Anupam Shukla,94.0,190.0,Malad, Mumbai,800.0,14.0,General Surgeon,2,MBBS,MS
6540,Dr. D. R. Kulkarni,94.0,190.0,Mahim, Mumbai,1300.0,29.0,General Surgeon,2,MBBS,MS
6541,Dr. Sambit Patnaik,97.0,857.0,Chembur, Mumbai,3000.0,19.0,General Surgeon,2,MBBS,MS
6542,Dr. Rajesh Jain,94.0,190.0,Malad West, Mumbai,1000.0,27.0,General Surgeon,3,MBBS,MS
6543,Dr. Reshma Palep,94.0,190.0,Tardeo, Mumbai,1500.0,18.0,General Surgeon,3,MBBS,MS
6544,Dr. Hemant A Patil,100.0,430.0,Mulund West, Mumbai,1300.0,22.0,General Surgeon,3,MBBS,DNB
6545,Dr. Nikunj Mody,100.0,39.0,Ghatkopar West, Mumbai,1000.0,16.0,General Surgeon,3,MCh,MS
6546,Dr. Rajshree Murudkar,99.0,314.0,Malad West, Mumbai,1000.0,26.0,General Surgeon,2,MS,MBBS
6547,Dr. Pravin Gore,94.0,125.0,Chembur, Mumbai,2000.0,23.0,General Surgeon,2,MBBS,DNB
6548,Dr. DHARMASHRI KADAM,94.0,190.0,Mahim, Mumbai,1300.0,32.0,General Surgeon,1,MS,No_more_degree
6549,Dr. Vinaykumar Thapar,94.0,190.0,Powai, Mumbai,1100.0,29.0,General Surgeon,3,MBBS,MS
6550,Dr. Neema Mirani,94.0,190.0,Sion West, Mumbai,500.0,15.0,General Surgeon,1,BDS,No_more_degree
6551,Dr. Kaushik Gandhi,100.0,141.0,Sion West, Mumbai,800.0,41.0,General Surgeon,2,BDS,FICOI
6552,Dr. Mayuresh Deepak Pradhan,94.0,190.0,Borivali West, Mumbai,1000.0,21.0,General Surgeon,3,MBBS,MS
6553,Dr. Rahul R. Modi,95.0,19.0,Powai, Mumbai,1300.0,16.0,General Surgeon,3,MBBS,MS
6554,Dr. Pravin Hanumant Shinde,94.0,190.0,Sion, Mumbai,1000.0,20.0,General Surgeon,2,MBBS,DNB
6555,Dr. Pratiksha Tiwari,94.0,190.0,Mulund East, Mumbai,300.0,8.0,General Surgeon,2,BDS,MDS
6556,Dr. Aastha Chandra,94.0,190.0,Juhu, Mumbai,500.0,12.0,General Surgeon,1,BDS,No_more_degree
6557,Dr. Sarang Deshpande,84.0,19.0,Borivali West, Mumbai,1000.0,20.0,General Surgeon,2,MBBS,MS
6558,Dr. Gaurav Shalya,94.0,190.0,Chembur, Mumbai,1000.0,15.0,General Surgeon,3,MBBS,MCh
6559,Dr. Ashwini Wagh,94.0,190.0,Mahim, Mumbai,1300.0,33.0,General Surgeon,2,MBBS,MS
6560,Dr. V. G. Mehendale,94.0,190.0,Mahim, Mumbai,1300.0,48.0,General Surgeon,2,MBBS,MS
6561,Dr. Parag Vibhakar,98.0,45.0,Andheri East, Mumbai,1500.0,17.0,General Surgeon,3,MBBS,MS
6562,Dr. Mary Grace Dakey,99.0,151.0,Andheri East, Mumbai,500.0,15.0,General Surgeon,1,BDS,No_more_degree
6563,Dr. Ankesh Jain,100.0,51.0,Mazgaon, Mumbai,200.0,13.0,General Surgeon,2,BDS,MDS
6564,Dr. Kinnari,94.0,190.0,Borivali West, Mumbai,200.0,11.0,General Surgeon,1,BDS,No_more_degree
6565,Dr. Rahul Rane,95.0,125.0,Powai, Mumbai,1400.0,18.0,General Surgeon,4,MBBS,MS
6566,Dr. Amit Prabhakar Maydeo,73.0,37.0,Parel, Mumbai,3600.0,43.0,General Surgeon,2,MBBS,MS
6567,Dr. Rajan N. Modi,94.0,190.0,Goregaon, Mumbai,1500.0,38.0,General Surgeon,2,MBBS,MS
6568,Dr. Jui Mandke,94.0,190.0,Santacruz West, Mumbai,1500.0,21.0,General Surgeon,2,MBBS,DNB
6569,Dr. Sunny Agarwal,94.0,190.0,Chembur East, Mumbai,800.0,14.0,General Surgeon,2,MBBS,MS
6570,Dr. Anand K,94.0,190.0,Vasanthnagar, Bangalore,1000.0,35.0,General Surgeon,5,MBBS,MS
6571,Dr. Vedarth Dash,94.0,190.0,Sarjapur Road, Bangalore,800.0,10.0,General Surgeon,3,MBBS,MS
6572,Dr. Tallam Kartik Shrinivas,94.0,190.0,Whitefield, Bangalore,850.0,20.0,General Surgeon,3,MBBS,DNB
6573,Dr. Sunil Sudarshan H,94.0,190.0,Hebbal, Bangalore,800.0,17.0,General Surgeon,2,MBBS,MS
6574,Dr. Sangeeta Kamboj,94.0,190.0,Ashoknagar, Bangalore,1000.0,14.0,General Surgeon,3,MBBS,MD
6575,Dr. Raghavendra,100.0,2011.0,Kundalahalli, Bangalore,200.0,13.0,General Surgeon,2,BDS,MDS
6576,Dr. Girish Ram Kamat,94.0,190.0,Jayanagar 9 Block, Bangalore,650.0,27.0,General Surgeon,2,MS,MBBS
6577,Dr. Ranjith B S,94.0,190.0,Richmond Town, Bangalore,600.0,10.0,General Surgeon,2,MBBS,MS
6578,Dr. Ramya,94.0,2716.0,Indiranagar, Bangalore,400.0,23.0,General Surgeon,2,BDS,MDS
6579,Dr. Nischal R. Pandya,94.0,190.0,Bannerghatta Road, Bangalore,900.0,9.0,General Surgeon,3,MBBS,MS
6580,Dr. Vijay Kumar Ramchand Wadhwa,100.0,22.0,Richmond Town, Bangalore,600.0,42.0,General Surgeon,2,MBBS,MS
6581,Dr. Ranjit SDI,92.0,26.0,Malleswaram, Bangalore,650.0,19.0,General Surgeon,2,MBBS,DNB
6582,Dr. Krithika J,94.0,190.0,Sarjapur Road, Bangalore,750.0,12.0,General Surgeon,3,MBBS,MS
6583,Dr. K Hemanth Kumar,94.0,190.0,Old Airport Road, Bangalore,900.0,15.0,General Surgeon,4,MBBS,MS
6584,Dr. Akhil Nair,100.0,362.0,HSR Layout, Bangalore,300.0,5.0,General Surgeon,1,BDS,No_more_degree
6585,Dr. Satish C,94.0,190.0,Sampangiramnagar, Bangalore,600.0,19.0,General Surgeon,3,MBBS,DNB
6586,Dr. Ranganath v s,100.0,47.0,HRBR Layout, Bangalore,750.0,21.0,General Surgeon,4,MCh,FNB
6587,Dr. Satish M S,97.0,29.0,Hebbal, Bangalore,1000.0,19.0,General Surgeon,3,BDS,MDS
6588,Dr. Vinay Singh Yadav,94.0,190.0,VV Puram, Bangalore,350.0,6.0,General Surgeon,2,BDS,MDS
6589,Dr. D N U Annapurna,100.0,393.0,Kengeri, Bangalore,1000.0,24.0,General Surgeon,3,MCh,MBBS
6590,Dr. K. Anusha Vijay,94.0,190.0,Brigade Road, Bangalore,250.0,12.0,General Surgeon,1,BDS,No_more_degree
6591,Dr. Farooq Ahmed,100.0,166.0,Frazer Town, Bangalore,300.0,25.0,General Surgeon,1,BDS,No_more_degree
6592,Dr. Raja Rajan,94.0,190.0,Domlur, Bangalore,600.0,6.0,General Surgeon,1,M.V.Sc,No_more_degree
6593,Dr. Akshatha Manjunath,91.0,32.0,Sarjapur Road, Bangalore,650.0,15.0,General Surgeon,2,MBBS,MS
6594,Dr. Athira Ramakrishnan,85.0,71.0,Bannerghatta Road, Bangalore,850.0,14.0,General Surgeon,3,MBBS,MS
6595,Dr. Jeevak Shetty,94.0,190.0,Vasanthnagar, Bangalore,850.0,18.0,General Surgeon,3,MBBS,MS
6596,Dr. Kiran Petkar,97.0,29.0,Electronics City, Bangalore,700.0,21.0,General Surgeon,4,MBBS,MS
6597,Dr. Raghavendra N,94.0,190.0,Hebbal, Bangalore,800.0,20.0,General Surgeon,3,MBBS,MS
6598,Dr. Madhusudan G,100.0,11.0,Hebbal, Bangalore,1000.0,29.0,General Surgeon,4,MBBS,MS
6599,Dr. Arvind Sabharwal,94.0,190.0,Whitefield, Bangalore,850.0,41.0,General Surgeon,3,MBBS,MS
6600,Dr. Joohi Vaya,94.0,190.0,Kammana Halli, Bangalore,300.0,11.0,General Surgeon,1,BDS,No_more_degree
6601,Dr. Pavan Murdeshwar,96.0,27.0,Indiranagar, Bangalore,600.0,14.0,General Surgeon,3,MCh,MBBS
6602,Dr. Ravindra Nidoni,94.0,190.0,Bannerghatta Road, Bangalore,500.0,14.0,General Surgeon,3,MBBS,MS
6603,Dr. Nagendra. K,94.0,190.0,Malleswaram, Bangalore,650.0,30.0,General Surgeon,2,MBBS,MS
6604,Dr. Brahmaraju TJ,94.0,190.0,Rajarajeshwarinagar, Bangalore,650.0,27.0,General Surgeon,4,MS,DNB
6605,Dr. Saira Saba,94.0,190.0,JP Nagar 7 Phase, Bangalore,250.0,16.0,General Surgeon,2,BDS,MDS
6606,Dr. Sunil Kumar K S,100.0,15.0,Kalyan Nagar, Bangalore,850.0,23.0,General Surgeon,2,MBBS,DNB
6607,Dr. Mukunda Ramachandra,100.0,11.0,Bannerghatta Road, Bangalore,1100.0,22.0,General Surgeon,3,MBBS,MS
6608,Dr. Ramesh T S,94.0,190.0,Jayanagar 9 Block, Bangalore,650.0,27.0,General Surgeon,3,MBBS,DNB
6609,Dr. Amul Eknath Gandhi,94.0,190.0,Kalyan Nagar, Bangalore,650.0,14.0,General Surgeon,2,BDS,MDS
6610,Dr. Nagbhushan,100.0,15.0,Kengeri, Bangalore,800.0,29.0,General Surgeon,3,MBBS,MS
6611,Dr. Rajasekhar,94.0,646.0,JP Nagar 2 Phase, Bangalore,1100.0,43.0,General Surgeon,2,MS,MBBS
6612,Dr. Nishath Sabreen,94.0,190.0,Sarjapur Road, Bangalore,500.0,11.0,General Surgeon,2,BDS,MDS
6613,Dr. Raghavendra,94.0,190.0,HSR Layout, Bangalore,1500.0,20.0,General Surgeon,3,MBBS,DNB
6614,Dr. Rakesh K S,94.0,190.0,Whitefield, Bangalore,300.0,12.0,General Surgeon,1,BDS,No_more_degree
6615,Dr. Neha Chauhan,85.0,33.0,Richmond Town, Bangalore,1200.0,17.0,General Surgeon,3,MBBS,MS
6616,Dr. Anil Kamath,94.0,32.0,Bannerghatta Road, Bangalore,1000.0,24.0,General Surgeon,3,MBBS,MCh
6617,Dr. Poonam Kumari,100.0,79.0,BTM Layout, Bangalore,250.0,4.0,General Surgeon,1,BDS,No_more_degree
6618,Dr. Antony Robert Charles,94.0,18.0,Marathahalli, Bangalore,1100.0,27.0,General Surgeon,3,MBBS,MS
6619,Dr. Sreenivasan K,98.0,124.0,Viveknagar, Bangalore,400.0,27.0,General Surgeon,1,BDS,No_more_degree
6620,Dr. Vikram Belliappa,100.0,22.0,Ashoknagar, Bangalore,800.0,22.0,General Surgeon,3,MBBS,MS
6621,Dr. Veena Sagar,94.0,49.0,JP Nagar 7 Phase, Bangalore,250.0,9.0,General Surgeon,1,BDS,No_more_degree
6622,Dr. Vinay Bhat,91.0,23.0,Hebbal, Bangalore,1000.0,19.0,General Surgeon,4,MBBS,MS
6623,Dr. Shounak Choudhury,92.0,12.0,Whitefield, Bangalore,900.0,14.0,General Surgeon,2,MBBS,DNB
6624,Dr. Amrika Seshadri,94.0,190.0,Whitefield, Bangalore,550.0,11.0,General Surgeon,3,MBBS,MS
6625,Dr. Praveen Chandra K,99.0,94.0,Richmond Town, Bangalore,750.0,18.0,General Surgeon,3,MBBS,MS
6626,Dr. P Srinivas,94.0,190.0,Akshaya nagar, Bangalore,200.0,19.0,General Surgeon,3,MBBS,DNB
6627,Dr. Uday M Muddebihal,100.0,11.0,Jayanagar 9 Block, Bangalore,650.0,45.0,General Surgeon,4,MBBS,MS
6628,Dr. Anusham A Anantharam,94.0,190.0,Hebbal, Bangalore,980.0,25.0,General Surgeon,3,MBBS,DNB
6629,Dr. Sangi Reddy,95.0,19.0,Kalyan Nagar, Bangalore,850.0,30.0,General Surgeon,3,MS,FRCS
6630,Dr. Sanjog Sharma,94.0,190.0,Sarjapur Road, Bangalore,600.0,13.0,General Surgeon,3,MBBS,MS
6631,Dr. Sridevi Shetty,98.0,61.0,Sahakaranagar, Bangalore,300.0,16.0,General Surgeon,2,MDS,BDS
6632,Dr. Suresh Raghavaiah,94.0,190.0,Bannerghatta Road, Bangalore,1000.0,22.0,General Surgeon,2,MBBS,MS
6633,Dr. Sonal Asthana,91.0,11.0,Hebbal, Bangalore,1000.0,29.0,General Surgeon,2,MBBS,MS
6634,Dr. Sai Prasad T R,100.0,17.0,Yeshwanthpur, Bangalore,1100.0,29.0,General Surgeon,3,MBBS,MCh
6635,Dr. Ruchi Rajput,96.0,351.0,Yemalur, Bangalore,600.0,18.0,General Surgeon,2,MBBS,MS
6636,Dr. Srikanth V.,94.0,190.0,Old Airport Road, Bangalore,900.0,29.0,General Surgeon,4,MBBS,FRCS
6637,Dr. Krishna Naresh Goud,93.0,15.0,Seegehalli, Bangalore,500.0,13.0,General Surgeon,3,MBBS,Diploma
6638,Dr. Nishat Fatima,94.0,190.0,Ashoknagar, Bangalore,1000.0,12.0,General Surgeon,2,MBBS,Masters
6639,Dr. Sonali Kumari,94.0,190.0,HSR Layout, Bangalore,300.0,10.0,General Surgeon,1,BDS,No_more_degree
6640,Dr. Roby Bose,94.0,190.0,Ashoknagar, Bangalore,1000.0,17.0,General Surgeon,2,MBBS,Masters
6641,Dr. Ravi Kumar H,82.0,17.0,Whitefield, Bangalore,600.0,23.0,General Surgeon,2,MBBS,MS
6642,Dr. Vybhav Deraje,94.0,190.0,Whitefield, Bangalore,700.0,15.0,General Surgeon,3,MBBS,MS
6643,Dr. Deepak Chaudhary,94.0,190.0,Ashoknagar, Bangalore,1000.0,16.0,General Surgeon,2,MBBS,Masters
6644,Dr. Sudarshan GT,94.0,190.0,Bannerghatta Road, Bangalore,850.0,20.0,General Surgeon,3,MBBS,MS
6645,Dr. Ravikiran CS,96.0,28.0,Old Airport Road, Bangalore,900.0,25.0,General Surgeon,3,MBBS,MS
6646,Dr. Umesh B M,100.0,189.0,JP Nagar 6 Phase, Bangalore,300.0,18.0,General Surgeon,1,BDS,No_more_degree
6647,Dr. Anantheshwar Y N,97.0,29.0,Old Airport Road, Bangalore,900.0,39.0,General Surgeon,3,MBBS,MS
6648,Dr. Sanjeev Rohatgi,94.0,190.0,Whitefield, Bangalore,900.0,29.0,General Surgeon,2,MBBS,MS
6649,Dr. Dhiraj K Balaji,94.0,190.0,Hebbal, Bangalore,1000.0,27.0,General Surgeon,3,MBBS,MS
6650,Dr. Roma Haider,97.0,36.0,Koramangala 5 Block, Bangalore,600.0,25.0,General Surgeon,1,BDS,No_more_degree
6651,Dr. Amrita,96.0,191.0,Kasturi nagar, Bangalore,500.0,17.0,General Surgeon,1,BDS,No_more_degree
6652,Dr. Manik Chowdhury,99.0,200.0,Bannerghatta Road, Bangalore,500.0,12.0,General Surgeon,1,BDS,No_more_degree
6653,Dr. Kamal Kumar M,94.0,190.0,Jayanagar 9 Block, Bangalore,750.0,23.0,General Surgeon,3,MBBS,MS
6654,Dr. Sandeep Nayak,99.0,629.0,Jayanagar 8 Block, Bangalore,1500.0,24.0,General Surgeon,5,MBBS,DNB
6655,Dr. Shashidhara G Matta,95.0,238.0,Kundalahalli, Bangalore,850.0,32.0,General Surgeon,3,MBBS,MS
6656,Dr. Roshanchandra Shetty,94.0,190.0,Vidyaranyapura, Bangalore,500.0,10.0,General Surgeon,3,MCh,MBBS
6657,Dr. Naveena Rao,100.0,66.0,Bannerghatta Road, Bangalore,850.0,25.0,General Surgeon,3,MCh,MBBS
6658,Dr. Karan Shetty,97.0,34.0,Jayanagar 1 Block, Bangalore,900.0,15.0,General Surgeon,3,MCh,MBBS
6659,Dr. Sharanabasavaraj  C Javali,94.0,190.0,Kundalahalli, Bangalore,800.0,11.0,General Surgeon,2,MBBS,MS
6660,Dr. Aarfa Nasim,94.0,190.0,Electronics City, Bangalore,500.0,9.0,General Surgeon,2,BDS,MDS
6661,Dr. Chandramohan Raju D,94.0,190.0,Malleswaram, Bangalore,650.0,17.0,General Surgeon,1,BDS,No_more_degree
6662,Dr. Nithin Vadlamudi,100.0,442.0,Bellandur, Bangalore,650.0,13.0,General Surgeon,3,MS,MBBS
6663,Dr. Narender M,100.0,41.0,HSR Layout, Bangalore,599.0,18.0,General Surgeon,3,MBBS,MS
6664,Dr. Rashmit Patel,94.0,190.0,Kalyan Nagar, Bangalore,650.0,8.0,General Surgeon,2,MS,MBBS
6665,Dr. Mohammed Zuhaib,100.0,14.0,Malleswaram, Bangalore,500.0,14.0,General Surgeon,2,BDS,MDS
6666,Dr. Jasreman Kaur,100.0,23.0,Seshadripuram, Bangalore,500.0,16.0,General Surgeon,3,MBBS,MS
6667,Dr. P V Moxit,97.0,290.0,Banashankari 3rd Stage, Bangalore,300.0,17.0,General Surgeon,1,BDS,No_more_degree
6668,Dr. Prity Bhagat Lohia,99.0,126.0,BTM Layout 1st Stage, Bangalore,400.0,13.0,General Surgeon,2,BDS,MDS
6669,Dr. Pendlimari Rajesh,94.0,190.0,Kundalahalli, Bangalore,800.0,17.0,General Surgeon,2,MBBS,MS
6670,Dr. Vishwanath S,94.0,190.0,Sarjapur Road, Bangalore,850.0,20.0,General Surgeon,2,MBBS,DNB
6671,Dr. Tenzin Lhadon,94.0,190.0,Harlur, Bangalore,500.0,4.0,General Surgeon,1,BDS,No_more_degree
6672,Dr. Arka Chatterjee,94.0,190.0,Nagasandra, Bangalore,600.0,9.0,General Surgeon,3,MBBS,MS
6673,Dr. Deepak K L Gowda,93.0,40.0,Koramangala 5 Block, Bangalore,600.0,31.0,General Surgeon,5,MBBS,MS
6674,Dr. Chandrashekhar M,94.0,190.0,Bannerghatta Road, Bangalore,1000.0,47.0,General Surgeon,2,MBBS,MS
6675,Dr. Sanjeev Paria,94.0,190.0,Ashoknagar, Bangalore,1000.0,10.0,General Surgeon,3,MBBS,MD
6676,Dr. Sanjay Govil,94.0,190.0,Bannerghatta Road, Bangalore,1000.0,38.0,General Surgeon,2,MBBS,MS
6677,Dr. Kanti Shetty,94.0,190.0,Malleswaram, Bangalore,750.0,25.0,General Surgeon,3,MBBS,DNB
6678,Dr. Narendra Kumar Reddy G,94.0,190.0,Whitefield, Bangalore,850.0,26.0,General Surgeon,2,MBBS,MS
6679,Dr. Ganesh krishnan Iyer,100.0,58.0,Hebbal, Bangalore,1000.0,36.0,General Surgeon,3,MBBS,MS
6680,Dr. Chiranbabu.A,98.0,43.0,Electronics City, Bangalore,700.0,27.0,General Surgeon,4,MCh,DNB
6681,Dr. Arun Kumar A,94.0,190.0,JP Nagar, Bangalore,800.0,9.0,General Surgeon,3,MBBS,MS
6682,Dr. Pradeep Y V,94.0,190.0,Seshadripuram, Bangalore,740.0,22.0,General Surgeon,3,MBBS,MS
6683,Dr. Chethan Sathish,94.0,190.0,Hebbal, Bangalore,850.0,14.0,General Surgeon,3,MBBS,MS
6684,Dr. Shiva Kumar,95.0,38.0,HBR Layout, Bangalore,600.0,15.0,General Surgeon,3,MBBS,MCh
6685,Dr. Satish Babu K,95.0,41.0,Sarjapur Road, Bangalore,850.0,27.0,General Surgeon,3,MS,Diploma
6686,Dr. Sujeev,94.0,190.0,Mathikere - BEL, Bangalore,1000.0,21.0,General Surgeon,2,MBBS,MS
6687,Dr. Nagaraj Palankar,92.0,24.0,Old Airport Road, Bangalore,900.0,24.0,General Surgeon,3,MBBS,MS
6688,Dr. Rajendra S Gujjalanavar,93.0,28.0,Sarjapur Road, Bangalore,700.0,15.0,General Surgeon,4,MBBS,DNB
6689,Dr. Nagesh Basavaraj,100.0,27.0,Kengeri, Bangalore,700.0,24.0,General Surgeon,3,MBBS,DNB
6690,Dr. Harshitha M,94.0,190.0,Indiranagar, Bangalore,800.0,4.0,General Surgeon,2,MBBS,MS
6691,Dr. Shireen,100.0,29.0,Belathur, Bangalore,400.0,4.0,General Surgeon,1,BDS,No_more_degree
6692,Dr. Shabnam Bashir,94.0,190.0,Koramangala 6 Block, Bangalore,600.0,21.0,General Surgeon,4,Fellowship,DNB
6693,Dr. Prashanth V,97.0,37.0,Banashankari 1st Stage, Bangalore,400.0,21.0,General Surgeon,2,MBBS,MS
6694,Dr. Sathyaki Nambala,75.0,24.0,Bannerghatta Road, Bangalore,1000.0,18.0,General Surgeon,4,MBBS,MS
6695,Dr. Karishma Kagodu,96.0,105.0,Indiranagar, Bangalore,1000.0,17.0,General Surgeon,3,MBBS,MS
6696,Dr. Sumanth Raj K B,94.0,190.0,Millers Road, Bangalore,1000.0,26.0,General Surgeon,2,MBBS,MS
6697,Dr. Rajan.V.G.,94.0,124.0,Kammana Halli, Bangalore,900.0,27.0,General Surgeon,3,MBBS,FRCS
6698,Dr. Harish N S,98.0,103.0,Basavanagudi, Bangalore,700.0,16.0,General Surgeon,2,MBBS,MS
6699,Dr. V Devendran,100.0,36.0,HSR Layout, Bangalore,800.0,12.0,General Surgeon,2,MBBS,DNB
6700,Dr. Tinnu George,94.0,190.0,Sarjapur Road, Bangalore,600.0,7.0,General Surgeon,2,MBBS,MS
6701,Dr. Rajeev Pullagura,100.0,18.0,Begur, Bangalore,650.0,14.0,General Surgeon,2,MBBS,MS
6702,Dr. Priyadarshan K,94.0,190.0,Hebbal, Bangalore,980.0,33.0,General Surgeon,4,MBBS,MS
6703,Dr. Sambhav Upadhyay,94.0,190.0,Ashoknagar, Bangalore,1000.0,7.0,General Surgeon,2,MBBS,Masters
6704,Dr. Prakash Mahadevappa,82.0,22.0,Whitefield, Bangalore,850.0,35.0,General Surgeon,2,MBBS,MS
6705,Dr. Tulasi Nayak,94.0,190.0,Hanumanthnagar, Bangalore,200.0,7.0,General Surgeon,2,MDS,BDS
6706,Dr. Shailaja Karthick Prasad,100.0,135.0,Brigade Road, Bangalore,650.0,23.0,General Surgeon,2,BDS,MFDS
6707,Dr. Deepak M.R,94.0,190.0,Ashoknagar, Bangalore,800.0,17.0,General Surgeon,3,MBBS,DNB
6708,Dr. Y M Prashanth,94.0,190.0,Hebbal, Bangalore,1000.0,24.0,General Surgeon,3,MBBS,MS
6709,Dr. Sreekar Harinatha,99.0,1600.0,Kalyan Nagar, Bangalore,700.0,19.0,General Surgeon,4,MBBS,MS
6710,Dr. Anand Subrmanyam,94.0,190.0,Seshadripuram, Bangalore,550.0,30.0,General Surgeon,3,MBBS,MS
6711,Dr. Poovamma C.U,94.0,190.0,Yelahanka, Bangalore,900.0,18.0,General Surgeon,3,MBBS,MS
6712,Dr. Deepak Shetty,94.0,190.0,Millers Road, Bangalore,1000.0,20.0,General Surgeon,3,MBBS,MS
6713,Dr. Goutham Kumar,97.0,38.0,MG Road, Bangalore,800.0,19.0,General Surgeon,2,MBBS,MS
6714,Dr. Shashidhar K P,93.0,76.0,Seshadripuram, Bangalore,740.0,20.0,General Surgeon,3,MBBS,MS
6715,Dr. Karthik Prasad K,94.0,190.0,Kengeri, Bangalore,900.0,16.0,General Surgeon,3,MBBS,MS
6716,Dr. Lohit Shetty Raju,94.0,190.0,Old Airport Road, Bangalore,900.0,12.0,General Surgeon,3,MBBS,MS
6717,Dr. Ankita Srivastava,94.0,190.0,Whitefield, Bangalore,600.0,9.0,General Surgeon,2,BDS,MDS
6718,Dr. Arul Furtado,92.0,12.0,Hebbal, Bangalore,1000.0,16.0,General Surgeon,5,MBBS,MS
6719,Dr. Govind Nandakumar,82.0,11.0,Whitefield, Bangalore,1000.0,19.0,General Surgeon,3,MBBS,Diplomate
6720,Dr. Mohammed Muzamil Pasha,94.0,190.0,HBR Layout, Bangalore,700.0,15.0,General Surgeon,2,MBBS,MS
6721,Dr. Nagabhushan KN,92.0,25.0,Bannerghatta Road, Bangalore,900.0,22.0,General Surgeon,2,MBBS,DNB
6722,Dr. Rajesh T R,100.0,38.0,Electronics City, Bangalore,700.0,19.0,General Surgeon,4,MCh,MS
6723,Dr. Kishan Paniker G,95.0,138.0,Sarjapur Road, Bangalore,300.0,23.0,General Surgeon,2,BDS,MDS
6724,Dr. Deevish N D,94.0,190.0,Rajajinagar, Bangalore,500.0,14.0,General Surgeon,4,MBBS,MS
6725,Dr. Prateek Patil,96.0,50.0,Ulsoor, Bangalore,500.0,16.0,General Surgeon,2,MS,MBBS
6726,Dr. Bharath S P,94.0,190.0,Sarjapur Road, Bangalore,850.0,18.0,General Surgeon,4,MBBS,MRCS
6727,Dr. Moksha Gowda,100.0,18.0,Richmond Town, Bangalore,550.0,17.0,General Surgeon,2,MBBS,DNB
6728,Dr. Pooja  Borkar Chakraborty,100.0,33.0,Yelenahalli, Bangalore,200.0,13.0,General Surgeon,2,BDS,MDS
6729,Dr. Kavitha J,97.0,63.0,Bannerghatta Road, Bangalore,300.0,27.0,General Surgeon,1,BDS,No_more_degree
6730,Dr. Pradeep Kumar N,94.0,190.0,Nandini Layout, Bangalore,400.0,11.0,General Surgeon,2,MBBS,DNB
6731,Dr. Satish Nair,90.0,78.0,Bannerghatta Road, Bangalore,1000.0,30.0,General Surgeon,2,MBBS,MS
