Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. R.S. Venkatesulu,"MBBS, MD - General Medicine, DM - Cardiology",67% ,(12 votes),Hebbal, Bangalore,₹1000,20,"Interventional Cardiologist, Cardiologist"
Dr. Lokesh A Veerappa,"MBBS, MS - Orthopaedics",96% ,(139 votes),Old Airport Road, Bangalore,₹900,24,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Kushal Kumar,"MBBS, MD - Pediatrics",,,Yeshwanthpur, Bangalore,₹850,19,Pediatrician
Dr. Goutham Kumar,"MBBS, MS - General Surgery",97% ,(38 votes),MG Road, Bangalore,₹800,19,"General Surgeon, Laparoscopic Surgeon"
Dr. Sriprada Vinekar,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS",99% ,(421 votes),Malleswaram, Bangalore,₹850,24,"Laparoscopic Surgeon (Obs & Gyn), Obstetrician, Gynecologist"
Dr. Swarna T P,"DO, MBBS",100% ,(29 votes),Padmanabhanagar, Bangalore,₹500,11,Ophthalmologist/ Eye Surgeon
Dr. Kumar S S,"MS - General Surgery, MBBS",,,HBR Layout, Bangalore,₹600,17,"General Surgeon, Bariatric Surgeon, Laparoscopic Surgeon, Proctologist"
Dr. Sanjay D Swamy,"MBBS, DNB - Paediatrics",79% ,(24 votes),Vasanthnagar, Bangalore,₹850,23,Pediatrician
Dr. Suma Pulla,BVMS (Bachelor of Veterinary Medicine & Science),,,Domlur, Bangalore,₹600,n3,Veterinary Physician
Dr. Chandrasekar Chikkamuniyappa,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",96% ,(423 votes),Sampangiramnagar, Bangalore,₹800,29,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Zeena Hanif,"BDS, Fellowship in Oral implantlogy",99% ,(172 votes),Nagawara, Bangalore,₹300,12,"Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Shalu Jain,"MBBS, Diploma in Child Health (DCH)",96% ,(77 votes),Gunjur, Bangalore,₹600,16,Pediatrician
Dr. Nikitha C P,"MBBS, MS - Obstetrics & Gynaecology",,,HSR Layout, Bangalore,₹600,t8,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist"
Dr. Veena Malleshi,BHMS,100% ,(13 votes),Horamavu, Bangalore,₹250,19,AYUSHHomoeopath
Dr. Ponkhi Sharma   (Physiotherapist),BPTh/BPT,100% ,(72 votes),Banashankari 3rd Stage, Bangalore,₹550,16,TherapistPhysiotherapist
Dr. Hari Krishna,"MBBS, MD - Anaesthesiology",,,Electronics City, Bangalore,₹250,n4,"Anesthesiologist, General Physician"
Dr. Malathesh H G,"MBBS, Diploma in Orthopaedics",,,Nagasandra, Bangalore,₹400,26,Orthopedic surgeon
Dr. Poonguzhali Liston,"MBBS, MS - Obstetrics & Gynaecology",100% ,(11 votes),Nayandahalli, Bangalore,₹500,12,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Akshata Ubale,BVMS (Bachelor of Veterinary Medicine & Science),,,Domlur, Bangalore,₹500,10,Veterinary Physician
Dr. Saraswati Viswanathan,"MBBS, MS - Orthopaedics",100% ,(103 votes),Jayanagar 1 Block, Bangalore,₹750,15,Orthopedic surgeon
Dr. Hajira Nazeer,BDS,95% ,(21 votes),Langford Road, Bangalore,₹300,11,"Dental Surgeon, Dentist"
Dr. Jeba Mary Nadar,BDS,,,Indiranagar, Bangalore,₹500,13,Dentist
Dr. Ashok Shetty,"MBBS, M.D. (Psychiatry)",96% ,(57 votes),Vijayanagar, Bangalore,₹900,24,"Psychiatrist, Addiction Psychiatrist, Neuropsychiatrist"
Dr. Sridhar Sreenivasan,"MBBS, MD - General Medicine",,,Kumaraswamy Layout, Bangalore,₹500,11,"General Physician, Internal Medicine"
Dr. Aravind M,"BDS, MDS - Orthodontics",95% ,(115 votes),Yelahanka New Town, Bangalore,₹350,20,"Dentist, Orthodontist"
Dr. Shashidhar K P,"MBBS, MS - General Surgery, MCh - Vascular Surgery",93% ,(76 votes),Seshadripuram, Bangalore,₹740,20,Vascular Surgeon
Dr. Deepak Bolbandi,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",69% ,(39 votes),Bannerghatta Road, Bangalore,₹850,30,"Urologist, Urological Surgeon"
Dr. Swetha J,"MBBS, MD - General Medicine",95% ,(39 votes),Yeshwanthpur, Bangalore,₹850,13,"General Physician, Internal Medicine"
Dr. Karthik Prasad K,"MBBS, MS - General Surgery, DNB - Surgical Oncology",,,Kengeri, Bangalore,₹900,16,General Surgeon
Dr. Santhosh C Reddy,"MBBS, DNB - Orthopedics/Orthopedic Surgery",,,Koramangala 1 Block, Bangalore,₹500,n5,Orthopedic surgeon
Dr. Kumar Kenchappa,"MBBS, MD - General Medicine, DM - Cardiology",98% ,(63 votes),Hebbal, Bangalore,₹1000,20,"Cardiologist, Interventional Cardiologist"
Dr. Murali Krishna Kora,MBBS,,,Indiranagar, Bangalore,₹650,14,General Physician
Dr. Deepika Bartunia,"MDS - Oral & Maxillofacial Surgery, BDS",100% ,(23 votes),Whitefield, Bangalore,₹300,13,"Oral And MaxilloFacial Surgeon, Dentist"
Dr. Chandra Shekar A,"MBBS, MD - General Medicine, DNB - Nephrology",,,HBR Layout, Bangalore,₹700,23,Nephrologist/Renal Specialist
Dr. Vadhiraja B M,"MBBS, MD - Radiotherapy",,,Old Airport Road, Bangalore,₹900,27,Radiation Oncologist
Dr. Kiranmai Yellapu,BHMS,95% ,(20 votes),Electronics City, Bangalore,₹450,17,AYUSHHomoeopath
Dr. Punyashree R M,"MBBS, MS - Obstetrics & Gynaecology",,,Yelahanka, Bangalore,₹900,t7,"Obstetrician, Gynecologist"
Dr. Vasu P,"MBBS, M.D. (Psychiatry)",,,Yelahanka, Bangalore,₹1000,t6,Psychiatrist
Dr. Shishira R J,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",94% ,(362 votes),HSR Layout, Bangalore,₹1000,11,Dermatologist
Dr. Ganesh Pratap,"Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS, DNB - Tuberculosis & Respiratory Diseases/Pulmonary Medicine",,,Nagasandra, Bangalore,₹600,11,"Pulmonologist, Tuberculous and chest Diseases Specialist"
Dr. Divya Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Old Airport Road, Bangalore,₹900,14,"Dermatologist, Pediatric Dermatologist"
Dr. Roopa N K,"MBBS, MS - Obstetrics & Gynaecology",93% ,(14 votes),Rajarajeshwarinagar, Bangalore,₹500,21,"Obstetrician, Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Hira Mardi,"MBBS, MS - Obstetrics & Gynaecology",98% ,(107 votes),Whitefield, Bangalore,₹800,20,"Obstetrician, Gynecologist"
Dr. Prashanth Inna,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",94% ,(113 votes),Old Airport Road, Bangalore,₹900,21,Orthopedic surgeon
Dr. Nithin J,"MBBS, MD - General Medicine, DM - Nephrology",,,Kengeri, Bangalore,₹900,16,Nephrologist/Renal Specialist
Dr. Kavya,BDS,100% ,(31 votes),Marathahalli, Bangalore,₹200,t9,Dentist
Ms. Debdattya Mitra,BA - Psychology,82% ,(82 votes),Indiranagar, Bangalore,₹750,11,TherapistCounselling Psychologist
Dr. Padmanabha Shettigara,BNYS,,,Padmanabhanagar, Bangalore,₹500,25,"AYUSHAcupuncturist, Yoga and Naturopathy"
Dr. Lohit Shetty Raju,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",,,Old Airport Road, Bangalore,₹900,12,"GastroIntestinal Surgeon, General Surgeon"
Dr. Prajna Bhandary,M.Sc- Dietetics and Applied Nutrition,,,Ashoknagar, Bangalore,₹500,t6,TherapistDietitian/Nutritionist
Dr. Chandrashekar,"MBBS, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MRCS (UK)",100% ,(11 votes),Nagasandra, Bangalore,₹700,23,"Urologist, Andrologist, Laparoscopic Surgeon"
Dr. K M Bopanna,"MBBS, DNB - Neurosurgery",86% ,(22 votes),Old Airport Road, Bangalore,₹900,27,Neurosurgeon
Dr. Valmiki Karthik   (Physiotherapist),BPTh/BPT,94% ,(71 votes),Whitefield, Bangalore,₹750,12,TherapistPhysiotherapist
Dr. Shruthi C,"MBBS, MS - ENT",,,Kundalahalli, Bangalore,₹650,16,ENT/ Otorhinolaryngologist
Dr. Jesheela,"BHMS, M.D. Hom. (Paeditrics)",,,Koramangala, Bangalore,₹450,14,"AYUSHHomoeopath, Homoeopathic Pediatrician"
Dr. Ronald Tejpaul,"BDS, MDS - Conservative Dentistry & Endodontics",,,Singasandra, Bangalore,₹200,t7,"Endodontist, Conservative Dentist, Dentist"
Dr. Ankita Srivastava,"BDS, MDS - Conservative Dentistry & Endodontics",,,Whitefield, Bangalore,₹600,n9,Dental Surgeon
Dr. Mahendra Jain,"MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MBBS",80% ,(45 votes),Bannerghatta Road, Bangalore,₹650,34,"Urological Surgeon, Urologist"
Dr. Narayan Hulse,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), FRCS - Trauma & Orthopedic Surgery, MS - Orthopaedics, MBBS",97% ,(412 votes),Bannerghatta Road, Bangalore,₹900,23,Orthopedic surgeon
Dr. Varsha.R,"MBBS, MD - Dermatology , Venereology & Leprosy",95% ,(356 votes),HSR Layout, Bangalore,₹1000,12,"Dermatologist, Cosmetologist"
Dr. Dheeraj A,"MBBS, MD - Physical Medicine & Rehabilitation",,,Old Airport Road, Bangalore,₹750,16,Rehab & Physical Medicine Specialist
Dr. Rangaraja,"MBBS, MD - General Medicine, DM - Cardiology",86% ,(21 votes),Cunningham Road, Bangalore,₹700,36,Cardiologist
Dr. Prabha Ramakrishna,"MBBS, DGO, DNB - Obstetrics & Gynecology, FRCOG (UK)",80% ,(97 votes),Electronics City, Bangalore,₹850,24,"Gynecologist, Obstetrician"
Dr. Sweta Patel,"MBBS, DO, DNB - Ophthalmology",,,Whitefield, Bangalore,₹700,n9,Ophthalmologist/ Eye Surgeon
Dr. Shashikiran R,"MS - Orthopaedics, MBBS",99% ,(70 votes),Malleswaram, Bangalore,₹650,15,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Himaaldev G J,"MBBS, MD - Anaesthesiology",,,Seshadripuram, Bangalore,₹740,11,"Critical Care Medicine, General Physician"
Dr. Nabila,"MBBS, MD - Obstetrics & Gynaecology",100% ,(65 votes),HBR Layout, Bangalore,₹400,n8,"Gynecologist, Obstetrician"
Dr. C Sivarama Krishna,"MBBS, MD - Pharmacology",98% ,(81 votes),Bellandur, Bangalore,₹600,15,"General Physician, Special Interest in Diabetology"
Dr. Kiran Chandra Patro,"MBBS, DNB - General Medicine, DNB - Nephrology",93% ,(102 votes),Rajajinagar, Bangalore,₹800,24,Nephrologist/Renal Specialist
Dr. Salim A Khatib,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",95% ,(20 votes),Hebbal, Bangalore,₹1000,42,Pediatrician
Dr. Arul Furtado,"MBBS, MS - General Surgery, MCh - Cardiovascular and Thoracic Surgery, DNB - Cardiothoracic Surgery, DNB - General Surgery",92% ,(12 votes),Hebbal, Bangalore,₹1000,16,"Cardiothoracic and Vascular Surgeon, Cardiac Surgeon, Cardiothoracic Surgeon"
Dr. Deepak Dubey,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology, FRCS - Urology",87% ,(54 votes),Old Airport Road, Bangalore,₹900,34,Urologist
Dr. G Vivek,"DM - Cardiology, MD - General Medicine, DNB - General Medicine, MBBS",99% ,(89 votes),Electronics City, Bangalore,₹700,19,"Cardiologist, Interventional Cardiologist"
Dr. Govind Nandakumar,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate Colon and Rectal Surgery",82% ,(11 votes),Whitefield, Bangalore,₹1000,19,Colorectal Surgeon
Dr. Himanshu Bhagat   (Physiotherapist),BPTh/BPT,98% ,(46 votes),Mahadevapura, Bangalore,₹2800,15,"AYUSHPhysiotherapist, Osteopath"
Dr. Anuradha S,"MBBS, MD - Obstetrics & Gynaecology",95% ,(472 votes),Malleswaram, Bangalore,₹850,34,"Obstetrician, Gynecologist"
Ms. Radhi Priya,MA - Psychology,98% ,(47 votes),BTM Layout 2nd Stage, Bangalore,₹1500,t6,"TherapistCounselling Psychologist, Psychotherapist"
Dr. Rekha B.M,"MDS - Periodontics, BDS, Fellowship in Oral implantlogy",,,Padmanabhanagar, Bangalore,₹300,24,"Dentist, Implantologist, Periodontist"
Dr. John Paul M,"MBBS, MD - General Medicine",96% ,(24 votes),Yeshwanthpur, Bangalore,₹750,n9,General Physician
Dr. Adarsha Kannan,BDS,96% ,(72 votes),Seegehalli, Bangalore,₹400,28,"Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Kanchan Govindraj,"MD - General Medicine, MBBS",,,Kalyan Nagar, Bangalore,₹650,11,"General Physician, Internal Medicine"
Dr. Nirmala Chandrashekar,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Gynaec Oncology",,,Kengeri, Bangalore,₹700,15,"Obstetrician, Gynecologist"
Dr. Poornima S,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",,,Yelahanka, Bangalore,₹900,t8,Gastroenterologist
Dr. Deepak Nath,"BDS, MDS - Conservative Dentistry & Endodontics",94% ,(386 votes),JP Nagar, Bangalore,₹300,32,Endodontist
Dr. Mahesh C.M,"BDS, MDS",98% ,(53 votes),Banashankari 3rd Stage, Bangalore,₹250,28,"Orthodontist, Dentist, Dental Surgeon"
Dr. Sreerekha KB,"MBBS, MD - Pediatrics",,,Kundalahalli, Bangalore,₹700,13,Pediatrician
Ms. Shalmali Sharma,"MSc - Dietitics / Nutrition, Diploma in Diet and Nutrition",87% ,(45 votes),BTM Layout 2nd Stage, Bangalore,₹1500,20,TherapistDietitian/Nutritionist
Dr. Basawantrao Malipatil,"MBBS, MD - General Medicine, DM - Oncology",,,Whitefield, Bangalore,₹850,18,Medical Oncologist
Dr. Mohammed Muzamil Pasha,"MBBS, MS - General Surgery",,,HBR Layout, Bangalore,₹700,15,General Surgeon
Dr. Sneha Rajiv,"MBBS, MS - Obstetrics & Gynaecology",97% ,(319 votes),Nagasandra, Bangalore,₹400,13,"Gynecologist, Obstetrician"
Dr. Karthik Vasudevan,"MBBS, DNB - General Medicine, DM - Cardiology",,,Yeshwanthpur, Bangalore,₹950,19,Cardiologist
Dr. Mathangi J,"MBBS, DNB - Radiotherapy, Diploma in Radio Therapy",100% ,(20 votes),Kengeri, Bangalore,₹800,25,Radiation Oncologist
Dr. Nagabhushan KN,"MBBS, DNB - General Surgery",92% ,(25 votes),Bannerghatta Road, Bangalore,₹900,22,General Surgeon
Dr. Sneha Sood,"MBBS, DDVL",97% ,(118 votes),Indiranagar, Bangalore,₹500,11,"Cosmetologist, Dermatologist, Trichologist"
Dr. Smitha R,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",,,VV Puram, Bangalore,₹600,26,"Gynecologist, Obstetrician"
Dr. Chirag Thonse,"MBBS, MS - Orthopaedics",91% ,(170 votes),Millers Road, Bangalore,₹1000,18,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Garima Jain,"MBBS, DNB - Obstetrics & Gynecology",95% ,(140 votes),Whitefield, Bangalore,₹800,26,"Gynecologist, Obstetrician"
Dr. Kavitha,"MBBS, DNB - Family Medicine",100% ,(60 votes),Yeshwanthpur, Bangalore,₹750,20,General Physician
Dr. Rajesh T R,"MCh - Cardio Thoracic and Vascular Surgery, MS - General Surgery, DNB - General Surgery, MBBS",100% ,(38 votes),Electronics City, Bangalore,₹700,19,"Cardiothoracic and Vascular Surgeon, Cardiothoracic Surgeon"
Dr. Zadika Saeed P S,BHMS,100% ,(16 votes),BTM Layout 2nd Stage, Bangalore,₹350,h9,AYUSHHomoeopath
Dr. Shahul Hameed,"BDS, MDS - Prosthodontics, Certificate of Oral Implantology",94% ,(120 votes),Seegehalli, Bangalore,₹500,13,"Dentist, Implantologist, Prosthodontist"
Dr. Vijaya Lakshmi,"MBBS, Diploma in Otorhinolaryngology (DLO)",,,Koramangala 5 Block, Bangalore,₹700,16,ENT/ Otorhinolaryngologist
Dr. Kishan Paniker G,"BDS, MDS - Oral & Maxillofacial Surgery",95% ,(138 votes),Sarjapur Road, Bangalore,₹300,23,"Dental Surgeon, Implantologist, Oral And MaxilloFacial Surgeon"
Dr. G. H. Raju,"MBBS, MS - General Surgery",88% ,(17 votes),Bannerghatta Road, Bangalore,₹850,25,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
Dr. Karthik Sriprakash,"MS - Ophthalmology, MBBS",,,HBR Layout, Bangalore,₹500,n7,Ophthalmologist/ Eye Surgeon
Dr. Sunil V Furtado,"MBBS, MS - General Surgery, MCh - Neuro Surgery, DNB - Neurosurgery",99% ,(166 votes),Sahakaranagar, Bangalore,₹700,23,"Neurologist, Neurosurgeon, Neurointerventional Surgery, Spine Surgeon (Neuro)"
Dr. Deevish N D,"MBBS, MS - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery",,,Rajajinagar, Bangalore,₹500,14,"Plastic Surgeon, Cosmetologist, Burn Surgeon, Diabetic Foot Surgeon, Plastic Reconstruction Surgeon"
Dr. Debarchhana Jena,"MDS - Paedodontics And Preventive Dentistry, BDS",97% ,(95 votes),Kothanur, Bangalore,₹350,10,"Pediatric Dentist, Dentist, Dental Surgeon"
Dr. Revanth BN,"MBBS, MD - Dermatology , Venereology & Leprosy",100% ,(40 votes),Jayanagar 3 Block, Bangalore,₹600,15,"Dermatologist, Aesthetic Dermatologist"
Dr. Prateek Patil,"MS - General Surgery, MBBS",96% ,(50 votes),Ulsoor, Bangalore,₹500,16,"General Surgeon, Proctologist, Laparoscopic Surgeon"
Dr. Puneeth Nayak S,"MS - ENT, MBBS",,,Gubbalala, Bangalore,₹600,13,ENT/ Otorhinolaryngologist
Dr. Mala Prakash,"MBBS, MD - Obstetrics & Gynaecology",94% ,(547 votes),JP Nagar 6 Phase, Bangalore,₹600,38,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Anindita Sarma,"MDS - Paedodontics And Preventive Dentistry, BDS",97% ,(39 votes),Electronics City, Bangalore,₹300,12,"Pediatric Dentist, Preventive Dentistry"
Ms. Simantinee Chakraborty,MASLP,,,Banashankari, Bangalore,₹500,15,"TherapistAudiologist, Speech Therapist"
Dr. Sudharsan Venkatesan   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",,,Bellandur, Bangalore,₹600,13,"TherapistNeuro Physiotherapist, Physiotherapist"
Dr. Harish Kumar,"MBBS, MD - Pediatrics",88% ,(74 votes),Hebbal, Bangalore,₹800,16,"Pediatrician, Paediatric Intensivist"
Dr. Bharath S P,"MBBS, MRCS (UK), MCh - Plastic Surgery, DNB - General Surgery",,,Sarjapur Road, Bangalore,₹850,18,"Hair Transplant Surgeon, Plastic Surgeon"
Dr. Bhavani M Hulinayakar,"MBBS, MS - Obstetrics & Gynaecology",,,Hebbal, Bangalore,₹800,22,"Gynecologist, Obstetrician"
Dr. Moksha Gowda,"MBBS, DNB - General Surgery",100% ,(18 votes),Richmond Town, Bangalore,₹550,17,General Surgeon
Dr. Saurabh Sadekar Gajanan,"MBBS, MD - General Medicine, DNB - Neurology",,,Jayanagar 9 Block, Bangalore,₹750,11,Neurologist
Dr. Pooja A Kundargi,"MBBS, DGO",100% ,(209 votes),Nagarbhavi, Bangalore,₹500,16,"Gynecologist, Obstetrician"
Dr. Nishant Gaurav,MBBS,,,Mahadevapura, Bangalore,₹500,n2,General Physician
Dr. Saurabh Misra,"MBBS, MS - General Surgery, FICS",85% ,(13 votes),Bannerghatta Road, Bangalore,₹1000,27,Bariatric Surgeon
Dr. Tejaswini Nayak,"MBBS, Diploma in Paediatrics",96% ,(544 votes),Bellandur, Bangalore,₹800,28,Pediatrician
Dr. Shabir Ahmed,"MBBS, DM - Gastroenterology",67% ,(27 votes),Koramangala 5 Block, Bangalore,₹600,30,Gastroenterologist
Dr. Ashok Kumar P,"MBBS, MD - General Medicine, DM - Cardiology",,,Vasanthnagar, Bangalore,₹850,32,Cardiologist
Dr. Harish K V,"MBBS, MD - General Medicine",88% ,(56 votes),Richmond Town, Bangalore,₹1000,27,"General Physician, Internal Medicine"
Dr. Madhuri M C,"MBBS, MD - Biochemistry",,,Gottigerre, Bangalore,₹400,24,General Physician
Dr. Pramod Kumar Pillai,"BDS, Diploma in Implanthology",100% ,(186 votes),RT Nagar, Bangalore,₹400,16,"Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Aravind G. M.,"MBBS, DNB - General Medicine",95% ,(170 votes),Jayanagar 9 Block, Bangalore,₹650,22,"Internal Medicine, General Physician"
Dr. Aanchal A Mittal,"MS - ENT, MBBS",100% ,(11 votes),Bannerghatta Road, Bangalore,₹850,11,ENT/ Otorhinolaryngologist
Dr. Shashidhar A,"MBBS, MD - Pediatrics, DM - Neonatology",93% ,(15 votes),Koramangala 6 Block, Bangalore,₹600,15,"Pediatrician, Neonatologist"
Dr. Ria Emmanuel,"MBBS, DNB - Otorhinolaryngology",,,Sarjapur Road, Bangalore,₹500,13,ENT/ Otorhinolaryngologist
Dr. Uzma Hassan,BDS,,,Koramangala 4 Block, Bangalore,₹500,t6,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Dentist"
Dr. Somashekhar S.P.,"MBBS, MS - General Surgery, MCh - Surgical Oncology",,,Hebbal, Bangalore,₹1000,28,Surgical Oncologist
Dr. Mahendra Madesh,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,HBR Layout, Bangalore,₹700,12,"Neurologist, Neurosurgeon"
Dr. Chandrashekara Aithal,"MBBS, DVD",86% ,(169 votes),BTM Layout 2nd Stage, Bangalore,₹500,33,"Cosmetologist, Dermatologist, Venereologist"
Dr. Abhinandan,"MBBS, MS - Orthopaedics",,,Rajarajeshwarinagar, Bangalore,₹650,12,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Harshitha Boyareddigari,"MBBS, DNB - General Medicine, DM - Endocrinology",,,Jayanagar 9 Block, Bangalore,₹750,12,Endocrinologist
Dr. Vandhana Manoharan,"MD - Dermatology , Venereology & Leprosy, MBBS",,,HRBR Layout, Bangalore,₹600,t8,"Dermatologist, Hair Transplant Surgeon, Aesthetic Dermatologist"
Dr. Guru Prakash K V,"M.D. (Psychiatry), MBBS",100% ,(144 votes),Vijayanagar, Bangalore,₹1200,17,"Psychiatrist, Neuropsychiatrist, Sexologist"
Dr. Devananda N.S,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",86% ,(14 votes),Old Airport Road, Bangalore,₹900,32,"Cardiothoracic Surgeon, Cardiologist"
Dr. Pamela Bhattacharjee,BDS,98% ,(551 votes),Mahadevapura, Bangalore,₹350,24,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Narendra Rangappa,"MBBS, MS - Orthopaedics",,,Malleswaram, Bangalore,₹650,23,Orthopedic surgeon
Dr. Dilip Jawali,"MBBS, MCh - Urology, MS - General Surgery",,,Seshadripuram, Bangalore,₹740,43,Urologist
Dr. Pooja  Borkar Chakraborty,"BDS, MDS - Periodontics",100% ,(33 votes),Yelenahalli, Bangalore,₹200,13,"Dental Surgeon, Periodontist, Implantologist"
Dr. Subhashree Das,BHMS,95% ,(20 votes),Electronics City, Bangalore,₹300,h9,AYUSHHomoeopath
Dr. Sharon Colaco Dias,"BDS, MDS",95% ,(444 votes),Old Airport Road, Bangalore,₹500,34,"Dentist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Shailja Jain (PhD) (PhD)   (PhD),PhD - Home Science (Food and Nutrition),,,Whitefield, Bangalore,₹1500,18,TherapistDietitian/Nutritionist
Dr. Nida,"BDS, MDS - Prosthodontist And Crown Bridge",100% ,(152 votes),Jayanagar, Bangalore,₹300,12,"Dentist, Prosthodontist, Implantologist"
Dr. Mallesh Kariyappa,"DM - Cardiology, MD - Pediatrics, MBBS",,,Koramangala 5 Block, Bangalore,₹500,26,Cardiologist
Dr. Vignessh Raj,"MBBS, DDVL",98% ,(902 votes),Whitefield, Bangalore,₹700,16,"Dermatologist, Hair Transplant Surgeon, Dermatosurgeon"
Dr. Mohit Nahata,"MBBS, DNB - Orthopedics/Orthopedic Surgery",,,HSR Layout, Bangalore,₹600,n6,Orthopedic surgeon
Dr. Kavitha J,BDS,97% ,(63 votes),Bannerghatta Road, Bangalore,₹300,27,"Dental Surgeon, Implantologist"
Dr. Soumyashree BV,"BDS, MDS - Paedodontics And Preventive Dentistry",,,Sanjay Nagar, Bangalore,₹300,15,Dentist
Dr. Suneela Nayak,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH",97% ,(65 votes),Bannerghatta Road, Bangalore,₹1100,23,Pediatrician
Dr. Mohammed Mubeen Ashar   (Physiotherapist),BPTh/BPT,,,Sunkadakatte, Bangalore,₹400,t5,TherapistPhysiotherapist
Dr. Venkatesh T K,"MBBS, MD - General Medicine, DNB - Cardiology",,,Bannerghatta Road, Bangalore,₹1000,37,"Interventional Cardiologist, Cardiologist"
Dr. Muktha Pai,"MBBS, MS - ENT",87% ,(121 votes),Indiranagar, Bangalore,₹600,43,ENT/ Otorhinolaryngologist
Dr. Sandeep M S,"MBBS, MD - General Medicine, DM - Gastroenterology",50% ,(12 votes),Seshadripuram, Bangalore,₹740,26,Gastroenterologist
Dr. Prema Bhatt,"BSAM, BAMS",,,Panathur, Bangalore,₹750,43,AYUSHAyurveda
Dr. Rahul Patil,"MBBS, MD - General Medicine, DM - Cardiology",,,Bannerghatta Road, Bangalore,₹850,14,"Interventional Cardiologist, Cardiologist, Internal Medicine"
Dr. Krishna Swaroop Achanta,BDS,100% ,(269 votes),Padmanabhanagar, Bangalore,₹250,t8,"Dental Surgeon, Dentist, Implantologist"
Ms. Geetika Sood,"Master of Occupational Therapy (MOT), BSc - Occupational Therapy",,,Whitefield, Bangalore,₹800,24,"TherapistOccupational Therapist, Pediatric OT, Geriatric OT"
Dr. Javad Saleem,"BDS, MDS - Prosthodontics",95% ,(111 votes),Marathahalli, Bangalore,₹200,16,"Prosthodontist, Implantologist, Cosmetic/Aesthetic Dentist"
Dr. Rudra Prasad,"MBBS, DNB - Orthopedics/Orthopedic Surgery",97% ,(72 votes),Vasanthnagar, Bangalore,₹850,30,Orthopedic surgeon
Dr. Jalpa Vashi,"MBBS, DO, MS - Ophthalmology",,,Whitefield, Bangalore,₹800,26,Ophthalmologist/ Eye Surgeon
Dr. Spoorti,"MBBS, MD - Pediatrics",,,Electronics City, Bangalore,₹850,11,Pediatrician
Dr. Sravani Rudra Raju,"BDS, MDS - Conservative Dentistry & Endodontics",,,Electronics City, Bangalore,₹300,13,Dentist
Dr. Pradeep Kumar N,"MBBS, DNB - Plastic Surgery",,,Nandini Layout, Bangalore,₹400,11,Plastic Surgeon
Dr. Sujatha K.C,MBBS,100% ,(26 votes),Bileshivale, Bangalore,₹400,24,"General Practitioner, General Physician"
Dr. Arun L Naik,"MBBS, MS - General Surgery, MCh - Neuro Surgery",92% ,(360 votes),Bannerghatta Road, Bangalore,₹1000,23,"Neurosurgeon, Spine Surgeon (Neuro)"
Dr. Sheetal Brahmesh,MBBS,,,Seshadripuram, Bangalore,₹740,19,General Physician
